id,base_id,attribute,winner,score_current,score_base,decision_reason
08f44e9d8278419b0363e49276cd2582,562949955287386,names,current,0.6233,0.5015,higher_rule_score
08f44e9d8278419b0363e49276cd2582,562949955287386,categories,current,0.6481,0.4993,higher_rule_score
08f44e9d8278419b0363e49276cd2582,562949955287386,websites,current,0.5941,0.3665,higher_rule_score
08f44e9d8278419b0363e49276cd2582,562949955287386,phones,current,0.5941,0.4723,higher_rule_score
08f44e9d8278419b0363e49276cd2582,562949955287386,addresses,current,0.5974,0.4756,higher_rule_score
08f44e9d8278419b0363e49276cd2582,562949955287386,emails,current,1.0,0.0,base_missing
08f44e9d8278419b0363e49276cd2582,562949955287386,socials,current,1.0,0.0,base_missing
1125899912289624,1125899912732632,names,current,0.5105,0.5105,quality_tiebreak
1125899912289624,1125899912732632,categories,current,0.5263,0.5263,quality_tiebreak
1125899912289624,1125899912732632,websites,current,0.4723,0.4723,quality_tiebreak
1125899912289624,1125899912732632,phones,current,0.4723,0.4723,quality_tiebreak
1125899912289624,1125899912732632,addresses,current,0.4756,0.4756,quality_tiebreak
1125899912289624,1125899912732632,emails,current,1.0,0.0,base_missing
1125899912289624,1125899912732632,socials,tie,0.0,0.0,both_missing
08f48d8844ce209203cc0a4840005259,1407374886913824,names,current,0.5278,0.4678,higher_rule_score
08f48d8844ce209203cc0a4840005259,1407374886913824,categories,base,0.5863,0.5803,quality_tiebreak
08f48d8844ce209203cc0a4840005259,1407374886913824,websites,current,0.5323,0.4723,higher_rule_score
08f48d8844ce209203cc0a4840005259,1407374886913824,phones,current,0.5323,0.4723,higher_rule_score
08f48d8844ce209203cc0a4840005259,1407374886913824,addresses,current,0.5643,0.5043,higher_rule_score
08f48d8844ce209203cc0a4840005259,1407374886913824,emails,current,1.0,0.0,base_missing
08f48d8844ce209203cc0a4840005259,1407374886913824,socials,tie,0.0,0.0,both_missing
08f28f08aa61e45d032ffca2f3c02a41,562949956048419,names,current,0.6771,0.551,higher_rule_score
08f28f08aa61e45d032ffca2f3c02a41,562949956048419,categories,current,0.6591,0.4993,higher_rule_score
08f28f08aa61e45d032ffca2f3c02a41,562949956048419,websites,current,0.6321,0.4723,higher_rule_score
08f28f08aa61e45d032ffca2f3c02a41,562949956048419,phones,current,0.6321,0.4723,higher_rule_score
08f28f08aa61e45d032ffca2f3c02a41,562949956048419,addresses,current,0.6338,0.4739,higher_rule_score
08f28f08aa61e45d032ffca2f3c02a41,562949956048419,emails,current,1.0,0.0,base_missing
08f28f08aa61e45d032ffca2f3c02a41,562949956048419,socials,current,1.0,0.0,base_missing
1125899912860477,562949966509715,names,base,0.4655,0.5645,higher_rule_score
1125899912860477,562949966509715,categories,current,0.4723,0.4723,quality_tiebreak
1125899912860477,562949966509715,websites,current,0.4723,0.4723,quality_tiebreak
1125899912860477,562949966509715,phones,current,0.4723,0.4723,quality_tiebreak
1125899912860477,562949966509715,addresses,current,0.5077,0.5077,quality_tiebreak
1125899912860477,562949966509715,emails,current,1.0,0.0,base_missing
1125899912860477,562949966509715,socials,tie,0.0,0.0,both_missing
08f1959b447aaa900389169fac74b366,1125899908392726,names,current,0.6258,0.4588,higher_rule_score
08f1959b447aaa900389169fac74b366,1125899908392726,categories,current,0.6461,0.5533,higher_rule_score
08f1959b447aaa900389169fac74b366,1125899908392726,websites,current,0.5921,0.4723,higher_rule_score
08f1959b447aaa900389169fac74b366,1125899908392726,phones,current,0.5921,0.4723,higher_rule_score
08f1959b447aaa900389169fac74b366,1125899908392726,addresses,current,0.5836,0.4841,higher_rule_score
08f1959b447aaa900389169fac74b366,1125899908392726,emails,current,1.0,0.0,base_missing
08f1959b447aaa900389169fac74b366,1125899908392726,socials,current,1.0,0.0,base_missing
08f2f5b88980dcc003698ae140ea2a9a,562949965774572,names,current,0.6045,0.4813,higher_rule_score
08f2f5b88980dcc003698ae140ea2a9a,562949965774572,categories,current,0.645,0.4993,higher_rule_score
08f2f5b88980dcc003698ae140ea2a9a,562949965774572,websites,base,0.0,1.0,current_missing
08f2f5b88980dcc003698ae140ea2a9a,562949965774572,phones,current,0.591,0.4723,higher_rule_score
08f2f5b88980dcc003698ae140ea2a9a,562949965774572,addresses,current,0.5927,0.4672,higher_rule_score
08f2f5b88980dcc003698ae140ea2a9a,562949965774572,emails,current,1.0,0.0,base_missing
08f2f5b88980dcc003698ae140ea2a9a,562949965774572,socials,current,1.0,0.0,base_missing
08f194ad32accc120378a4a13d751f03,1407374891474607,names,current,0.6166,0.4835,higher_rule_score
08f194ad32accc120378a4a13d751f03,1407374891474607,categories,current,0.6211,0.4993,higher_rule_score
08f194ad32accc120378a4a13d751f03,1407374891474607,websites,current,0.5941,0.4723,higher_rule_score
08f194ad32accc120378a4a13d751f03,1407374891474607,phones,current,0.5941,0.4723,higher_rule_score
08f194ad32accc120378a4a13d751f03,1407374891474607,addresses,current,0.5924,0.4874,higher_rule_score
08f194ad32accc120378a4a13d751f03,1407374891474607,emails,current,1.0,0.0,base_missing
08f194ad32accc120378a4a13d751f03,1407374891474607,socials,current,1.0,0.0,base_missing
1125899911601300,2251799821470156,names,current,0.4543,0.4543,quality_tiebreak
1125899911601300,2251799821470156,categories,current,0.4993,0.4993,quality_tiebreak
1125899911601300,2251799821470156,websites,current,0.4723,0.4723,quality_tiebreak
1125899911601300,2251799821470156,phones,current,0.4723,0.4723,quality_tiebreak
1125899911601300,2251799821470156,addresses,current,0.4706,0.4706,quality_tiebreak
1125899911601300,2251799821470156,emails,current,1.0,0.0,base_missing
1125899911601300,2251799821470156,socials,tie,0.0,0.0,both_missing
08f266ad4db1dd0303cd6a43ede112a8,562949956790721,names,current,0.6523,0.5128,higher_rule_score
08f266ad4db1dd0303cd6a43ede112a8,562949956790721,categories,current,0.6681,0.5803,higher_rule_score
08f266ad4db1dd0303cd6a43ede112a8,562949956790721,websites,current,0.6141,0.3665,higher_rule_score
08f266ad4db1dd0303cd6a43ede112a8,562949956790721,phones,current,0.6141,0.4723,higher_rule_score
08f266ad4db1dd0303cd6a43ede112a8,562949956790721,addresses,current,0.609,0.4672,higher_rule_score
08f266ad4db1dd0303cd6a43ede112a8,562949956790721,emails,current,1.0,0.0,base_missing
08f266ad4db1dd0303cd6a43ede112a8,562949956790721,socials,current,1.0,0.0,base_missing
08f2b1a71245004b03fb190dd84b30f8,1407374885568675,names,current,0.508,0.488,quality_tiebreak
08f2b1a71245004b03fb190dd84b30f8,1407374885568675,categories,current,0.5193,0.4993,quality_tiebreak
08f2b1a71245004b03fb190dd84b30f8,1407374885568675,websites,current,0.4923,0.4723,quality_tiebreak
08f2b1a71245004b03fb190dd84b30f8,1407374885568675,phones,current,0.4923,0.4723,quality_tiebreak
08f2b1a71245004b03fb190dd84b30f8,1407374885568675,addresses,current,0.4906,0.4706,quality_tiebreak
08f2b1a71245004b03fb190dd84b30f8,1407374885568675,emails,current,1.0,0.0,base_missing
08f2b1a71245004b03fb190dd84b30f8,1407374885568675,socials,tie,0.0,0.0,both_missing
08f411c452c348f103d15a0f565e38ca,08f411c452d5e04103654cfedb92ea0e,names,current,0.3242,0.2728,higher_rule_score
08f411c452c348f103d15a0f565e38ca,08f411c452d5e04103654cfedb92ea0e,categories,current,0.3422,0.2818,higher_rule_score
08f411c452c348f103d15a0f565e38ca,08f411c452d5e04103654cfedb92ea0e,websites,tie,0.0,0.0,both_missing
08f411c452c348f103d15a0f565e38ca,08f411c452d5e04103654cfedb92ea0e,phones,tie,0.0,0.0,both_missing
08f411c452c348f103d15a0f565e38ca,08f411c452d5e04103654cfedb92ea0e,addresses,current,0.3321,0.2311,higher_rule_score
08f411c452c348f103d15a0f565e38ca,08f411c452d5e04103654cfedb92ea0e,emails,current,1.0,0.0,base_missing
08f411c452c348f103d15a0f565e38ca,08f411c452d5e04103654cfedb92ea0e,socials,current,0.3422,0.2548,higher_rule_score
1125899911903590,1970324840727070,names,current,0.4768,0.4768,quality_tiebreak
1125899911903590,1970324840727070,categories,current,0.4993,0.4993,quality_tiebreak
1125899911903590,1970324840727070,websites,current,0.4723,0.4723,quality_tiebreak
1125899911903590,1970324840727070,phones,current,0.4723,0.4723,quality_tiebreak
1125899911903590,1970324840727070,addresses,current,0.4942,0.4942,quality_tiebreak
1125899911903590,1970324840727070,emails,current,1.0,0.0,base_missing
1125899911903590,1970324840727070,socials,tie,0.0,0.0,both_missing
08f2aaaaad1196b103717a39c156cecf,562949962700900,names,current,0.6462,0.5105,higher_rule_score
08f2aaaaad1196b103717a39c156cecf,562949962700900,categories,current,0.6642,0.4723,higher_rule_score
08f2aaaaad1196b103717a39c156cecf,562949962700900,websites,current,0.6102,0.4723,higher_rule_score
08f2aaaaad1196b103717a39c156cecf,562949962700900,phones,current,0.6102,0.4723,higher_rule_score
08f2aaaaad1196b103717a39c156cecf,562949962700900,addresses,current,0.6204,0.4824,higher_rule_score
08f2aaaaad1196b103717a39c156cecf,562949962700900,emails,current,1.0,0.0,base_missing
08f2aaaaad1196b103717a39c156cecf,562949962700900,socials,current,1.0,0.0,base_missing
08f60a25956e9c3203553490e0ffcadc,08f60a25956e9c320367b1b8ce9437c8,names,current,0.5353,0.5105,quality_tiebreak
08f60a25956e9c3203553490e0ffcadc,08f60a25956e9c320367b1b8ce9437c8,categories,current,0.4723,0.4723,quality_tiebreak
08f60a25956e9c3203553490e0ffcadc,08f60a25956e9c320367b1b8ce9437c8,websites,current,0.4723,0.3665,higher_rule_score
08f60a25956e9c3203553490e0ffcadc,08f60a25956e9c320367b1b8ce9437c8,phones,current,0.4723,0.4723,quality_tiebreak
08f60a25956e9c3203553490e0ffcadc,08f60a25956e9c320367b1b8ce9437c8,addresses,current,0.4824,0.4824,quality_tiebreak
08f60a25956e9c3203553490e0ffcadc,08f60a25956e9c320367b1b8ce9437c8,emails,current,1.0,0.0,base_missing
08f60a25956e9c3203553490e0ffcadc,08f60a25956e9c320367b1b8ce9437c8,socials,tie,0.0,0.0,both_missing
08f266d3664e9c340356a4375098925e,1407374888287022,names,current,0.6051,0.4633,higher_rule_score
08f266d3664e9c340356a4375098925e,1407374888287022,categories,current,0.6681,0.5263,higher_rule_score
08f266d3664e9c340356a4375098925e,1407374888287022,websites,current,0.6141,0.4723,higher_rule_score
08f266d3664e9c340356a4375098925e,1407374888287022,phones,current,0.6141,0.4723,higher_rule_score
08f266d3664e9c340356a4375098925e,1407374888287022,addresses,current,0.6225,0.4807,higher_rule_score
08f266d3664e9c340356a4375098925e,1407374888287022,emails,current,1.0,0.0,base_missing
08f266d3664e9c340356a4375098925e,1407374888287022,socials,current,1.0,0.0,base_missing
08f195c0a02a5b1603f7b7d894823773,1125899908414098,names,current,0.6296,0.4678,higher_rule_score
08f195c0a02a5b1603f7b7d894823773,1125899908414098,categories,current,0.6881,0.5803,higher_rule_score
08f195c0a02a5b1603f7b7d894823773,1125899908414098,websites,current,0.6341,0.3665,higher_rule_score
08f195c0a02a5b1603f7b7d894823773,1125899908414098,phones,current,0.6341,0.4723,higher_rule_score
08f195c0a02a5b1603f7b7d894823773,1125899908414098,addresses,current,0.629,0.4824,higher_rule_score
08f195c0a02a5b1603f7b7d894823773,1125899908414098,emails,current,1.0,0.0,base_missing
08f195c0a02a5b1603f7b7d894823773,1125899908414098,socials,current,1.0,0.0,base_missing
08f444650b028235031a78e9f7c0be8b,1125899912724293,names,current,0.5415,0.5015,higher_rule_score
08f444650b028235031a78e9f7c0be8b,1125899912724293,categories,current,0.5393,0.4993,higher_rule_score
08f444650b028235031a78e9f7c0be8b,1125899912724293,websites,current,0.5123,0.4723,higher_rule_score
08f444650b028235031a78e9f7c0be8b,1125899912724293,phones,current,0.5123,0.4723,higher_rule_score
08f444650b028235031a78e9f7c0be8b,1125899912724293,addresses,current,0.5207,0.4807,higher_rule_score
08f444650b028235031a78e9f7c0be8b,1125899912724293,emails,current,1.0,0.0,base_missing
08f444650b028235031a78e9f7c0be8b,1125899912724293,socials,tie,0.0,0.0,both_missing
08f489e2b12c4da10341771f79e7cf90,1407374887288616,names,current,0.5305,0.5105,quality_tiebreak
08f489e2b12c4da10341771f79e7cf90,1407374887288616,categories,current,0.4923,0.4723,quality_tiebreak
08f489e2b12c4da10341771f79e7cf90,1407374887288616,websites,current,0.4923,0.4723,quality_tiebreak
08f489e2b12c4da10341771f79e7cf90,1407374887288616,phones,current,0.4923,0.4723,quality_tiebreak
08f489e2b12c4da10341771f79e7cf90,1407374887288616,addresses,current,0.5041,0.4841,quality_tiebreak
08f489e2b12c4da10341771f79e7cf90,1407374887288616,emails,current,1.0,0.0,base_missing
08f489e2b12c4da10341771f79e7cf90,1407374887288616,socials,tie,0.0,0.0,both_missing
08f2a107628d829e03c3bd4a1a01f7a6,562949966640468,names,current,0.6682,0.4903,higher_rule_score
08f2a107628d829e03c3bd4a1a01f7a6,562949966640468,categories,current,0.6502,0.4723,higher_rule_score
08f2a107628d829e03c3bd4a1a01f7a6,562949966640468,websites,current,0.6502,0.4723,higher_rule_score
08f2a107628d829e03c3bd4a1a01f7a6,562949966640468,phones,current,0.6502,0.4723,higher_rule_score
08f2a107628d829e03c3bd4a1a01f7a6,562949966640468,addresses,current,0.657,0.479,higher_rule_score
08f2a107628d829e03c3bd4a1a01f7a6,562949966640468,emails,current,1.0,0.0,base_missing
08f2a107628d829e03c3bd4a1a01f7a6,562949966640468,socials,current,1.0,0.0,base_missing
08f2a104eda56165038129f326d78561,1407374888225682,names,current,0.6453,0.4835,higher_rule_score
08f2a104eda56165038129f326d78561,1407374888225682,categories,current,0.6881,0.4723,higher_rule_score
08f2a104eda56165038129f326d78561,1407374888225682,websites,current,0.6341,0.4723,higher_rule_score
08f2a104eda56165038129f326d78561,1407374888225682,phones,current,0.6341,0.4723,higher_rule_score
08f2a104eda56165038129f326d78561,1407374888225682,addresses,current,0.6425,0.4807,higher_rule_score
08f2a104eda56165038129f326d78561,1407374888225682,emails,current,1.0,0.0,base_missing
08f2a104eda56165038129f326d78561,1407374888225682,socials,current,1.0,0.0,base_missing
08f445c39c608c4e03bbcdbd41ed5b80,1688849865004581,names,current,0.6368,0.515,higher_rule_score
08f445c39c608c4e03bbcdbd41ed5b80,1688849865004581,categories,current,0.6211,0.5263,higher_rule_score
08f445c39c608c4e03bbcdbd41ed5b80,1688849865004581,websites,current,0.5941,0.4723,higher_rule_score
08f445c39c608c4e03bbcdbd41ed5b80,1688849865004581,phones,current,0.5941,0.4723,higher_rule_score
08f445c39c608c4e03bbcdbd41ed5b80,1688849865004581,addresses,current,0.5924,0.4706,higher_rule_score
08f445c39c608c4e03bbcdbd41ed5b80,1688849865004581,emails,current,1.0,0.0,base_missing
08f445c39c608c4e03bbcdbd41ed5b80,1688849865004581,socials,current,1.0,0.0,base_missing
562949966364676,844424933299180,names,current,0.4948,0.4948,quality_tiebreak
562949966364676,844424933299180,categories,current,0.5533,0.5533,quality_tiebreak
562949966364676,844424933299180,websites,base,0.3665,0.4723,higher_rule_score
562949966364676,844424933299180,phones,current,0.4723,0.4723,quality_tiebreak
562949966364676,844424933299180,addresses,base,0.479,0.4841,quality_tiebreak
562949966364676,844424933299180,emails,current,1.0,0.0,base_missing
562949966364676,844424933299180,socials,tie,0.0,0.0,both_missing
08f1fa32c3274634034e521483428f0e,1407374887817693,names,current,0.5413,0.4813,higher_rule_score
08f1fa32c3274634034e521483428f0e,1407374887817693,categories,base,0.0,1.0,current_missing
08f1fa32c3274634034e521483428f0e,1407374887817693,websites,current,0.5323,0.4723,higher_rule_score
08f1fa32c3274634034e521483428f0e,1407374887817693,phones,current,0.5323,0.4723,higher_rule_score
08f1fa32c3274634034e521483428f0e,1407374887817693,addresses,current,0.5272,0.4672,higher_rule_score
08f1fa32c3274634034e521483428f0e,1407374887817693,emails,current,1.0,0.0,base_missing
08f1fa32c3274634034e521483428f0e,1407374887817693,socials,tie,0.0,0.0,both_missing
08f28300a32ca15503b128aa7b3ae6e7,844424930231976,names,current,0.6631,0.4813,higher_rule_score
08f28300a32ca15503b128aa7b3ae6e7,844424930231976,categories,current,0.7081,0.5803,higher_rule_score
08f28300a32ca15503b128aa7b3ae6e7,844424930231976,websites,current,0.6541,0.4723,higher_rule_score
08f28300a32ca15503b128aa7b3ae6e7,844424930231976,phones,current,0.6541,0.4723,higher_rule_score
08f28300a32ca15503b128aa7b3ae6e7,844424930231976,addresses,current,0.6625,0.4807,higher_rule_score
08f28300a32ca15503b128aa7b3ae6e7,844424930231976,emails,current,1.0,0.0,base_missing
08f28300a32ca15503b128aa7b3ae6e7,844424930231976,socials,current,1.0,0.0,base_missing
08f2659ae6d6d722036b0a17392a19e5,281474978460809,names,current,0.6498,0.488,higher_rule_score
08f2659ae6d6d722036b0a17392a19e5,281474978460809,categories,current,0.6881,0.5263,higher_rule_score
08f2659ae6d6d722036b0a17392a19e5,281474978460809,websites,current,0.6341,0.4723,higher_rule_score
08f2659ae6d6d722036b0a17392a19e5,281474978460809,phones,current,0.6341,0.4723,higher_rule_score
08f2659ae6d6d722036b0a17392a19e5,281474978460809,addresses,current,0.6543,0.4925,higher_rule_score
08f2659ae6d6d722036b0a17392a19e5,281474978460809,emails,current,1.0,0.0,base_missing
08f2659ae6d6d722036b0a17392a19e5,281474978460809,socials,current,1.0,0.0,base_missing
08f44a90887a4416031ae6f73c3a437c,562949954991545,names,current,0.6793,0.5172,higher_rule_score
08f44a90887a4416031ae6f73c3a437c,562949954991545,categories,current,0.6883,0.4993,higher_rule_score
08f44a90887a4416031ae6f73c3a437c,562949954991545,websites,current,0.6343,0.3665,higher_rule_score
08f44a90887a4416031ae6f73c3a437c,562949954991545,phones,current,0.6343,0.4723,higher_rule_score
08f44a90887a4416031ae6f73c3a437c,562949954991545,addresses,current,0.6377,0.4739,higher_rule_score
08f44a90887a4416031ae6f73c3a437c,562949954991545,emails,current,1.0,0.0,base_missing
08f44a90887a4416031ae6f73c3a437c,562949954991545,socials,current,1.0,0.0,base_missing
08f1f8e06c500db40348986fb0c2d9f8,281474980391612,names,current,0.6053,0.4835,higher_rule_score
08f1f8e06c500db40348986fb0c2d9f8,281474980391612,categories,current,0.6481,0.5803,higher_rule_score
08f1f8e06c500db40348986fb0c2d9f8,281474980391612,websites,current,0.5941,0.4723,higher_rule_score
08f1f8e06c500db40348986fb0c2d9f8,281474980391612,phones,current,0.5941,0.4723,higher_rule_score
08f1f8e06c500db40348986fb0c2d9f8,281474980391612,addresses,current,0.5924,0.4706,higher_rule_score
08f1f8e06c500db40348986fb0c2d9f8,281474980391612,emails,current,1.0,0.0,base_missing
08f1f8e06c500db40348986fb0c2d9f8,281474980391612,socials,current,1.0,0.0,base_missing
08f274dd0dac2d020338d97ff8693e3c,844424932218499,names,current,0.6173,0.4948,higher_rule_score
08f274dd0dac2d020338d97ff8693e3c,844424932218499,categories,current,0.6488,0.5263,higher_rule_score
08f274dd0dac2d020338d97ff8693e3c,844424932218499,websites,current,0.5948,0.4723,higher_rule_score
08f274dd0dac2d020338d97ff8693e3c,844424932218499,phones,current,0.5948,0.4723,higher_rule_score
08f274dd0dac2d020338d97ff8693e3c,844424932218499,addresses,current,0.5948,0.4723,higher_rule_score
08f274dd0dac2d020338d97ff8693e3c,844424932218499,emails,current,1.0,0.0,base_missing
08f274dd0dac2d020338d97ff8693e3c,844424932218499,socials,current,1.0,0.0,base_missing
08f19428e0cc9691030adb2836c18908,562949962541569,names,current,0.6096,0.4678,higher_rule_score
08f19428e0cc9691030adb2836c18908,562949962541569,categories,current,0.6681,0.4993,higher_rule_score
08f19428e0cc9691030adb2836c18908,562949962541569,websites,current,0.6141,0.4723,higher_rule_score
08f19428e0cc9691030adb2836c18908,562949962541569,phones,current,0.6141,0.4723,higher_rule_score
08f19428e0cc9691030adb2836c18908,562949962541569,addresses,current,0.6259,0.506,higher_rule_score
08f19428e0cc9691030adb2836c18908,562949962541569,emails,current,1.0,0.0,base_missing
08f19428e0cc9691030adb2836c18908,562949962541569,socials,current,1.0,0.0,base_missing
08f46482d0a8a4a90323ae59d69f7b7c,562949954975372,names,current,0.7275,0.5285,higher_rule_score
08f46482d0a8a4a90323ae59d69f7b7c,562949954975372,categories,current,0.705,0.5803,higher_rule_score
08f46482d0a8a4a90323ae59d69f7b7c,562949954975372,websites,current,0.651,0.3665,higher_rule_score
08f46482d0a8a4a90323ae59d69f7b7c,562949954975372,phones,current,0.651,0.4723,higher_rule_score
08f46482d0a8a4a90323ae59d69f7b7c,562949954975372,addresses,current,0.6544,0.4756,higher_rule_score
08f46482d0a8a4a90323ae59d69f7b7c,562949954975372,emails,current,1.0,0.0,base_missing
08f46482d0a8a4a90323ae59d69f7b7c,562949954975372,socials,current,1.0,0.0,base_missing
08f26085a28b594a03a2efa5ba515820,2251799818753904,names,current,0.6273,0.4655,higher_rule_score
08f26085a28b594a03a2efa5ba515820,2251799818753904,categories,current,0.6881,0.4993,higher_rule_score
08f26085a28b594a03a2efa5ba515820,2251799818753904,websites,current,0.6341,0.4723,higher_rule_score
08f26085a28b594a03a2efa5ba515820,2251799818753904,phones,current,0.6341,0.4723,higher_rule_score
08f26085a28b594a03a2efa5ba515820,2251799818753904,addresses,current,0.6391,0.4773,higher_rule_score
08f26085a28b594a03a2efa5ba515820,2251799818753904,emails,current,1.0,0.0,base_missing
08f26085a28b594a03a2efa5ba515820,2251799818753904,socials,current,1.0,0.0,base_missing
08f1ec910c842640034df1e3402ae066,1407374888847600,names,current,0.5786,0.4565,higher_rule_score
08f1ec910c842640034df1e3402ae066,1407374888847600,categories,current,0.6483,0.5803,higher_rule_score
08f1ec910c842640034df1e3402ae066,1407374888847600,websites,current,0.5943,0.4723,higher_rule_score
08f1ec910c842640034df1e3402ae066,1407374888847600,phones,current,0.5943,0.4723,higher_rule_score
08f1ec910c842640034df1e3402ae066,1407374888847600,addresses,current,0.5707,0.506,higher_rule_score
08f1ec910c842640034df1e3402ae066,1407374888847600,emails,current,1.0,0.0,base_missing
08f1ec910c842640034df1e3402ae066,1407374888847600,socials,current,1.0,0.0,base_missing
1407374887182048,562949959289700,names,current,0.4858,0.4858,quality_tiebreak
1407374887182048,562949959289700,categories,current,0.5533,0.5533,quality_tiebreak
1407374887182048,562949959289700,websites,current,0.4723,0.4723,quality_tiebreak
1407374887182048,562949959289700,phones,current,0.4723,0.4723,quality_tiebreak
1407374887182048,562949959289700,addresses,base,0.4739,0.4807,quality_tiebreak
1407374887182048,562949959289700,emails,current,1.0,0.0,base_missing
1407374887182048,562949959289700,socials,tie,0.0,0.0,both_missing
08f2830021b2dacd03fc61463e38b4ff,281474978286167,names,current,0.6408,0.479,higher_rule_score
08f2830021b2dacd03fc61463e38b4ff,281474978286167,categories,current,0.6881,0.5803,higher_rule_score
08f2830021b2dacd03fc61463e38b4ff,281474978286167,websites,current,0.6341,0.4723,higher_rule_score
08f2830021b2dacd03fc61463e38b4ff,281474978286167,phones,current,0.6341,0.4723,higher_rule_score
08f2830021b2dacd03fc61463e38b4ff,281474978286167,addresses,current,0.6442,0.4824,higher_rule_score
08f2830021b2dacd03fc61463e38b4ff,281474978286167,emails,current,1.0,0.0,base_missing
08f2830021b2dacd03fc61463e38b4ff,281474978286167,socials,current,1.0,0.0,base_missing
08f28f08d9805672036b55ef0cef2002,1407374888285003,names,current,0.6343,0.4925,higher_rule_score
08f28f08d9805672036b55ef0cef2002,1407374888285003,categories,current,0.6681,0.5803,higher_rule_score
08f28f08d9805672036b55ef0cef2002,1407374888285003,websites,current,0.6141,0.4723,higher_rule_score
08f28f08d9805672036b55ef0cef2002,1407374888285003,phones,current,0.6141,0.4723,higher_rule_score
08f28f08d9805672036b55ef0cef2002,1407374888285003,addresses,current,0.6225,0.4807,higher_rule_score
08f28f08d9805672036b55ef0cef2002,1407374888285003,emails,current,1.0,0.0,base_missing
08f28f08d9805672036b55ef0cef2002,1407374888285003,socials,current,1.0,0.0,base_missing
08f268c44936e91803d5584ff57d7d8e,562949965827127,names,current,0.6478,0.506,higher_rule_score
08f268c44936e91803d5584ff57d7d8e,562949965827127,categories,current,0.6411,0.5803,higher_rule_score
08f268c44936e91803d5584ff57d7d8e,562949965827127,websites,current,0.6141,0.4723,higher_rule_score
08f268c44936e91803d5584ff57d7d8e,562949965827127,phones,current,0.6141,0.4723,higher_rule_score
08f268c44936e91803d5584ff57d7d8e,562949965827127,addresses,current,0.6208,0.4925,higher_rule_score
08f268c44936e91803d5584ff57d7d8e,562949965827127,emails,current,1.0,0.0,base_missing
08f268c44936e91803d5584ff57d7d8e,562949965827127,socials,current,1.0,0.0,base_missing
1407374890902980,844424933205734,names,current,0.5105,0.4925,quality_tiebreak
1407374890902980,844424933205734,categories,base,0.4993,0.5263,quality_tiebreak
1407374890902980,844424933205734,websites,current,0.4723,0.4723,quality_tiebreak
1407374890902980,844424933205734,phones,current,0.4723,0.4723,quality_tiebreak
1407374890902980,844424933205734,addresses,current,0.4874,0.4773,quality_tiebreak
1407374890902980,844424933205734,emails,current,1.0,0.0,base_missing
1407374890902980,844424933205734,socials,tie,0.0,0.0,both_missing
08f2830d34545ca4038c8e20a0ba4015,1407374890110052,names,current,0.6603,0.5015,higher_rule_score
08f2830d34545ca4038c8e20a0ba4015,1407374890110052,categories,current,0.685,0.4993,higher_rule_score
08f2830d34545ca4038c8e20a0ba4015,1407374890110052,websites,current,0.631,0.4723,higher_rule_score
08f2830d34545ca4038c8e20a0ba4015,1407374890110052,phones,current,0.631,0.4723,higher_rule_score
08f2830d34545ca4038c8e20a0ba4015,1407374890110052,addresses,current,0.6361,0.4773,higher_rule_score
08f2830d34545ca4038c8e20a0ba4015,1407374890110052,emails,current,1.0,0.0,base_missing
08f2830d34545ca4038c8e20a0ba4015,1407374890110052,socials,current,1.0,0.0,base_missing
08f194ad0131a06b031c2633af407eb2,1125899908656834,names,current,0.5058,0.4858,quality_tiebreak
08f194ad0131a06b031c2633af407eb2,1125899908656834,categories,current,0.5193,0.4993,quality_tiebreak
08f194ad0131a06b031c2633af407eb2,1125899908656834,websites,current,0.3865,0.3665,quality_tiebreak
08f194ad0131a06b031c2633af407eb2,1125899908656834,phones,current,0.4923,0.4723,quality_tiebreak
08f194ad0131a06b031c2633af407eb2,1125899908656834,addresses,current,0.4973,0.4773,quality_tiebreak
08f194ad0131a06b031c2633af407eb2,1125899908656834,emails,current,1.0,0.0,base_missing
08f194ad0131a06b031c2633af407eb2,1125899908656834,socials,tie,0.0,0.0,both_missing
08f44c1745cf071b03de2009f1baa5d6,1407374891406223,names,current,0.5325,0.4925,higher_rule_score
08f44c1745cf071b03de2009f1baa5d6,1407374891406223,categories,current,0.5393,0.4993,higher_rule_score
08f44c1745cf071b03de2009f1baa5d6,1407374891406223,websites,current,0.5123,0.4723,higher_rule_score
08f44c1745cf071b03de2009f1baa5d6,1407374891406223,phones,current,0.5123,0.4723,higher_rule_score
08f44c1745cf071b03de2009f1baa5d6,1407374891406223,addresses,current,0.5274,0.4874,higher_rule_score
08f44c1745cf071b03de2009f1baa5d6,1407374891406223,emails,current,1.0,0.0,base_missing
08f44c1745cf071b03de2009f1baa5d6,1407374891406223,socials,tie,0.0,0.0,both_missing
1970324837316343,2251799819263615,names,current,0.497,0.4723,quality_tiebreak
1970324837316343,2251799819263615,categories,current,0.5533,0.5533,quality_tiebreak
1970324837316343,2251799819263615,websites,current,0.4723,0.4723,quality_tiebreak
1970324837316343,2251799819263615,phones,current,0.4723,0.4723,quality_tiebreak
1970324837316343,2251799819263615,addresses,base,0.4773,0.4891,quality_tiebreak
1970324837316343,2251799819263615,emails,current,1.0,0.0,base_missing
1970324837316343,2251799819263615,socials,tie,0.0,0.0,both_missing
1125899907949040,1125899908319925,names,current,0.524,0.4993,quality_tiebreak
1125899907949040,1125899908319925,categories,current,0.4993,0.4993,quality_tiebreak
