id,base_id,attribute,winner,score_current,score_base,decision_reason
08f3950d1d5a6bae03a09c30bbb17406,1407374890671707,categories,current,0.684,0.5263,higher_rule_score
08f3950d1d5a6bae03a09c30bbb17406,1407374890671707,websites,current,0.63,0.4723,higher_rule_score
08f3950d1d5a6bae03a09c30bbb17406,1407374890671707,phones,current,0.63,0.4723,higher_rule_score
08f3950d1d5a6bae03a09c30bbb17406,1407374890671707,addresses,current,0.63,0.4891,higher_rule_score
08f3950d1d5a6bae03a09c30bbb17406,1407374890671707,emails,current,1.0,0.0,base_missing
08f3950d1d5a6bae03a09c30bbb17406,1407374890671707,socials,current,1.0,0.0,base_missing
08f48d621e8c9db103fd54168e9fe11c,1125899912129300,names,current,0.6791,0.4948,higher_rule_score
08f48d621e8c9db103fd54168e9fe11c,1125899912129300,categories,current,0.7061,0.5803,higher_rule_score
08f48d621e8c9db103fd54168e9fe11c,1125899912129300,websites,current,0.6521,0.3665,higher_rule_score
08f48d621e8c9db103fd54168e9fe11c,1125899912129300,phones,current,0.6521,0.4723,higher_rule_score
08f48d621e8c9db103fd54168e9fe11c,1125899912129300,addresses,current,0.6555,0.4756,higher_rule_score
08f48d621e8c9db103fd54168e9fe11c,1125899912129300,emails,current,1.0,0.0,base_missing
08f48d621e8c9db103fd54168e9fe11c,1125899912129300,socials,current,1.0,0.0,base_missing
08f44e8346794333033a01eb53999680,1407374890864242,names,current,0.6166,0.4948,higher_rule_score
08f44e8346794333033a01eb53999680,1407374890864242,categories,current,0.6481,0.4993,higher_rule_score
08f44e8346794333033a01eb53999680,1407374890864242,websites,current,0.5941,0.4723,higher_rule_score
08f44e8346794333033a01eb53999680,1407374890864242,phones,current,0.5941,0.4723,higher_rule_score
08f44e8346794333033a01eb53999680,1407374890864242,addresses,current,0.6042,0.4959,higher_rule_score
08f44e8346794333033a01eb53999680,1407374890864242,emails,current,1.0,0.0,base_missing
08f44e8346794333033a01eb53999680,1407374890864242,socials,current,1.0,0.0,base_missing
1407374887100674,562949958711311,names,base,0.4678,0.4768,quality_tiebreak
1407374887100674,562949958711311,categories,current,0.5533,0.5533,quality_tiebreak
1407374887100674,562949958711311,websites,current,0.4723,0.4723,quality_tiebreak
1407374887100674,562949958711311,phones,current,0.4723,0.4723,quality_tiebreak
1407374887100674,562949958711311,addresses,current,0.4807,0.4807,quality_tiebreak
1407374887100674,562949958711311,emails,current,1.0,0.0,base_missing
1407374887100674,562949958711311,socials,tie,0.0,0.0,both_missing
08f2ab2c4b89449a03e88d9391424fd1,562949961699505,names,current,0.6001,0.4903,higher_rule_score
08f2ab2c4b89449a03e88d9391424fd1,562949961699505,categories,current,0.6361,0.4723,higher_rule_score
08f2ab2c4b89449a03e88d9391424fd1,562949961699505,websites,current,0.5821,0.4723,higher_rule_score
08f2ab2c4b89449a03e88d9391424fd1,562949961699505,phones,current,0.5821,0.4723,higher_rule_score
08f2ab2c4b89449a03e88d9391424fd1,562949961699505,addresses,current,0.599,0.4908,higher_rule_score
08f2ab2c4b89449a03e88d9391424fd1,562949961699505,emails,current,1.0,0.0,base_missing
08f2ab2c4b89449a03e88d9391424fd1,562949961699505,socials,current,1.0,0.0,base_missing
1970324842101934,1970324842430502,names,current,0.4543,0.4543,quality_tiebreak
1970324842101934,1970324842430502,categories,current,0.5263,0.5263,quality_tiebreak
1970324842101934,1970324842430502,websites,current,0.4723,0.3665,higher_rule_score
1970324842101934,1970324842430502,phones,current,0.4723,0.4723,quality_tiebreak
1970324842101934,1970324842430502,addresses,current,0.4942,0.4858,quality_tiebreak
1970324842101934,1970324842430502,emails,current,1.0,0.0,base_missing
1970324842101934,1970324842430502,socials,tie,0.0,0.0,both_missing
08f281334dcd60a303d3ca8e7eff2b77,562949957672973,names,current,0.6318,0.47,higher_rule_score
08f281334dcd60a303d3ca8e7eff2b77,562949957672973,categories,current,0.6881,0.5803,higher_rule_score
08f281334dcd60a303d3ca8e7eff2b77,562949957672973,websites,current,0.6341,0.4723,higher_rule_score
08f281334dcd60a303d3ca8e7eff2b77,562949957672973,phones,current,0.6341,0.4723,higher_rule_score
08f281334dcd60a303d3ca8e7eff2b77,562949957672973,addresses,current,0.6358,0.4739,higher_rule_score
08f281334dcd60a303d3ca8e7eff2b77,562949957672973,emails,current,1.0,0.0,base_missing
08f281334dcd60a303d3ca8e7eff2b77,562949957672973,socials,current,1.0,0.0,base_missing
08f1f8ed8172e8b203a9f0a42e5a8224,1125899912578717,names,current,0.6065,0.4858,higher_rule_score
08f1f8ed8172e8b203a9f0a42e5a8224,1125899912578717,categories,current,0.647,0.5263,higher_rule_score
08f1f8ed8172e8b203a9f0a42e5a8224,1125899912578717,websites,current,0.593,0.4723,higher_rule_score
08f1f8ed8172e8b203a9f0a42e5a8224,1125899912578717,phones,current,0.593,0.4723,higher_rule_score
08f1f8ed8172e8b203a9f0a42e5a8224,1125899912578717,addresses,current,0.5914,0.4706,higher_rule_score
08f1f8ed8172e8b203a9f0a42e5a8224,1125899912578717,emails,current,1.0,0.0,base_missing
08f1f8ed8172e8b203a9f0a42e5a8224,1125899912578717,socials,tie,0.0,0.0,both_missing
08f44e554128900503a7df0284a7d549,1407374891438357,names,current,0.6399,0.4858,higher_rule_score
08f44e554128900503a7df0284a7d549,1407374891438357,categories,current,0.6804,0.5263,higher_rule_score
08f44e554128900503a7df0284a7d549,1407374891438357,websites,current,0.6264,0.4723,higher_rule_score
08f44e554128900503a7df0284a7d549,1407374891438357,phones,current,0.6264,0.4723,higher_rule_score
08f44e554128900503a7df0284a7d549,1407374891438357,addresses,current,0.6315,0.4773,higher_rule_score
08f44e554128900503a7df0284a7d549,1407374891438357,emails,current,1.0,0.0,base_missing
08f44e554128900503a7df0284a7d549,1407374891438357,socials,current,1.0,0.0,base_missing
1125899912492752,562949957705495,names,current,0.497,0.497,quality_tiebreak
1125899912492752,562949957705495,categories,current,0.5803,0.5803,quality_tiebreak
1125899912492752,562949957705495,websites,current,0.4723,0.4723,quality_tiebreak
1125899912492752,562949957705495,phones,current,0.4723,0.4723,quality_tiebreak
1125899912492752,562949957705495,addresses,base,0.4723,0.4858,quality_tiebreak
1125899912492752,562949957705495,emails,current,1.0,0.0,base_missing
1125899912492752,562949957705495,socials,tie,0.0,0.0,both_missing
08f26ea82388e7990365b4a4be4226e2,1407374886399280,names,current,0.5637,0.5038,higher_rule_score
08f26ea82388e7990365b4a4be4226e2,1407374886399280,categories,current,0.5593,0.4993,higher_rule_score
08f26ea82388e7990365b4a4be4226e2,1407374886399280,websites,base,0.4265,0.4723,higher_rule_score
08f26ea82388e7990365b4a4be4226e2,1407374886399280,phones,current,0.5323,0.4723,higher_rule_score
08f26ea82388e7990365b4a4be4226e2,1407374886399280,addresses,current,0.5373,0.4773,higher_rule_score
08f26ea82388e7990365b4a4be4226e2,1407374886399280,emails,current,1.0,0.0,base_missing
08f26ea82388e7990365b4a4be4226e2,1407374886399280,socials,tie,0.0,0.0,both_missing
562949962147432,562949962669156,names,current,0.4745,0.4745,quality_tiebreak
562949962147432,562949962669156,categories,current,0.4723,0.4723,quality_tiebreak
562949962147432,562949962669156,websites,current,0.4723,0.4723,quality_tiebreak
562949962147432,562949962669156,phones,current,0.4723,0.4723,quality_tiebreak
562949962147432,562949962669156,addresses,current,0.5549,0.5549,quality_tiebreak
562949962147432,562949962669156,emails,current,1.0,0.0,base_missing
562949962147432,562949962669156,socials,tie,0.0,0.0,both_missing
08f2659a2d05a4b103cc0338dfb94fa1,1407374886155785,names,current,0.6728,0.4903,higher_rule_score
08f2659a2d05a4b103cc0338dfb94fa1,1407374886155785,categories,current,0.7088,0.5263,higher_rule_score
08f2659a2d05a4b103cc0338dfb94fa1,1407374886155785,websites,current,0.6548,0.4723,higher_rule_score
08f2659a2d05a4b103cc0338dfb94fa1,1407374886155785,phones,current,0.6548,0.4723,higher_rule_score
08f2659a2d05a4b103cc0338dfb94fa1,1407374886155785,addresses,current,0.6582,0.4807,higher_rule_score
08f2659a2d05a4b103cc0338dfb94fa1,1407374886155785,emails,current,1.0,0.0,base_missing
08f2659a2d05a4b103cc0338dfb94fa1,1407374886155785,socials,current,1.0,0.0,base_missing
1407374885778830,1407374885928947,names,base,0.4813,0.5218,higher_rule_score
1407374885778830,1407374885928947,categories,current,0.4993,0.4993,quality_tiebreak
1407374885778830,1407374885928947,websites,current,0.4723,0.4723,quality_tiebreak
1407374885778830,1407374885928947,phones,current,0.4723,0.4723,quality_tiebreak
1407374885778830,1407374885928947,addresses,current,0.4925,0.4925,quality_tiebreak
1407374885778830,1407374885928947,emails,current,1.0,0.0,base_missing
1407374885778830,1407374885928947,socials,tie,0.0,0.0,both_missing
08f2a1054d2dd7b003431719d93037ed,1125899907096133,names,current,0.6138,0.452,higher_rule_score
08f2a1054d2dd7b003431719d93037ed,1125899907096133,categories,current,0.6611,0.5533,higher_rule_score
08f2a1054d2dd7b003431719d93037ed,1125899907096133,websites,current,0.6341,0.4723,higher_rule_score
08f2a1054d2dd7b003431719d93037ed,1125899907096133,phones,current,0.6341,0.4723,higher_rule_score
08f2a1054d2dd7b003431719d93037ed,1125899907096133,addresses,current,0.6408,0.479,higher_rule_score
08f2a1054d2dd7b003431719d93037ed,1125899907096133,emails,current,1.0,0.0,base_missing
08f2a1054d2dd7b003431719d93037ed,1125899907096133,socials,current,1.0,0.0,base_missing
08f2986a82c92b5003309ff5c3c715bf,562949965577447,names,current,0.6166,0.4948,higher_rule_score
08f2986a82c92b5003309ff5c3c715bf,562949965577447,categories,current,0.6211,0.5263,higher_rule_score
08f2986a82c92b5003309ff5c3c715bf,562949965577447,websites,current,0.5941,0.4723,higher_rule_score
08f2986a82c92b5003309ff5c3c715bf,562949965577447,phones,current,0.5941,0.4723,higher_rule_score
08f2986a82c92b5003309ff5c3c715bf,562949965577447,addresses,current,0.5958,0.4739,higher_rule_score
08f2986a82c92b5003309ff5c3c715bf,562949965577447,emails,current,1.0,0.0,base_missing
08f2986a82c92b5003309ff5c3c715bf,562949965577447,socials,current,1.0,0.0,base_missing
1125899908867665,1407374890445554,names,current,0.4588,0.4588,quality_tiebreak
1125899908867665,1407374890445554,categories,current,0.5263,0.5263,quality_tiebreak
1125899908867665,1407374890445554,websites,current,0.4723,0.4723,quality_tiebreak
1125899908867665,1407374890445554,phones,current,0.4723,0.4723,quality_tiebreak
1125899908867665,1407374890445554,addresses,current,0.4824,0.4824,quality_tiebreak
1125899908867665,1407374890445554,emails,current,1.0,0.0,base_missing
1125899908867665,1407374890445554,socials,tie,0.0,0.0,both_missing
08f2a8c10a6a681003edc1e418ee0a32,562949965568735,names,current,0.6395,0.5218,higher_rule_score
08f2a8c10a6a681003edc1e418ee0a32,562949965568735,categories,current,0.644,0.4723,higher_rule_score
08f2a8c10a6a681003edc1e418ee0a32,562949965568735,websites,current,0.59,0.4723,higher_rule_score
08f2a8c10a6a681003edc1e418ee0a32,562949965568735,phones,current,0.59,0.4723,higher_rule_score
08f2a8c10a6a681003edc1e418ee0a32,562949965568735,addresses,current,0.5917,0.4874,higher_rule_score
08f2a8c10a6a681003edc1e418ee0a32,562949965568735,emails,current,1.0,0.0,base_missing
08f2a8c10a6a681003edc1e418ee0a32,562949965568735,socials,current,1.0,0.0,base_missing
08f44c2011985b0e030204dcf297b66d,1970324839341272,names,current,0.7043,0.5218,higher_rule_score
08f44c2011985b0e030204dcf297b66d,1970324839341272,categories,current,0.7088,0.5533,higher_rule_score
08f44c2011985b0e030204dcf297b66d,1970324839341272,websites,current,0.6548,0.4723,higher_rule_score
08f44c2011985b0e030204dcf297b66d,1970324839341272,phones,current,0.6548,0.4723,higher_rule_score
08f44c2011985b0e030204dcf297b66d,1970324839341272,addresses,current,0.6599,0.4773,higher_rule_score
08f44c2011985b0e030204dcf297b66d,1970324839341272,emails,current,1.0,0.0,base_missing
08f44c2011985b0e030204dcf297b66d,1970324839341272,socials,current,1.0,0.0,base_missing
08f2662cb451449b03d49dcac24ed54a,1407374885793049,names,current,0.5302,0.4903,higher_rule_score
08f2662cb451449b03d49dcac24ed54a,1407374885793049,categories,base,0.5663,0.5533,quality_tiebreak
08f2662cb451449b03d49dcac24ed54a,1407374885793049,websites,current,0.5123,0.4723,higher_rule_score
08f2662cb451449b03d49dcac24ed54a,1407374885793049,phones,current,0.5123,0.4723,higher_rule_score
08f2662cb451449b03d49dcac24ed54a,1407374885793049,addresses,current,0.5308,0.4908,higher_rule_score
08f2662cb451449b03d49dcac24ed54a,1407374885793049,emails,current,1.0,0.0,base_missing
08f2662cb451449b03d49dcac24ed54a,1407374885793049,socials,tie,0.0,0.0,both_missing
08f1f1a9ab72151e0395f93e968c61b9,1407374889539614,names,current,0.5941,0.479,higher_rule_score
08f1f1a9ab72151e0395f93e968c61b9,1407374889539614,categories,current,0.6661,0.4993,higher_rule_score
08f1f1a9ab72151e0395f93e968c61b9,1407374889539614,websites,current,0.6121,0.4723,higher_rule_score
08f1f1a9ab72151e0395f93e968c61b9,1407374889539614,phones,current,0.6121,0.4723,higher_rule_score
08f1f1a9ab72151e0395f93e968c61b9,1407374889539614,addresses,current,0.6138,0.4706,higher_rule_score
08f1f1a9ab72151e0395f93e968c61b9,1407374889539614,emails,current,1.0,0.0,base_missing
08f1f1a9ab72151e0395f93e968c61b9,1407374889539614,socials,current,1.0,0.0,base_missing
1407374886630445,562949956278891,names,base,0.5398,0.569,quality_tiebreak
1407374886630445,562949956278891,categories,current,0.4993,0.4993,quality_tiebreak
1407374886630445,562949956278891,websites,current,0.4723,0.3665,higher_rule_score
1407374886630445,562949956278891,phones,current,0.4723,0.4723,quality_tiebreak
1407374886630445,562949956278891,addresses,current,0.4773,0.4773,quality_tiebreak
1407374886630445,562949956278891,emails,current,1.0,0.0,base_missing
1407374886630445,562949956278891,socials,tie,0.0,0.0,both_missing
08f44e06aa0b5a4a03caf2e60bd69a4a,1125899911371512,names,current,0.5433,0.4633,higher_rule_score
08f44e06aa0b5a4a03caf2e60bd69a4a,1125899911371512,categories,current,0.5523,0.4723,higher_rule_score
08f44e06aa0b5a4a03caf2e60bd69a4a,1125899911371512,websites,current,0.5523,0.4723,higher_rule_score
08f44e06aa0b5a4a03caf2e60bd69a4a,1125899911371512,phones,current,0.5523,0.4723,higher_rule_score
08f44e06aa0b5a4a03caf2e60bd69a4a,1125899911371512,addresses,current,0.559,0.479,higher_rule_score
08f44e06aa0b5a4a03caf2e60bd69a4a,1125899911371512,emails,current,1.0,0.0,base_missing
08f44e06aa0b5a4a03caf2e60bd69a4a,1125899911371512,socials,tie,0.0,0.0,both_missing
08f1faea1a71d7250355b13ab53cefdb,844424932430088,names,current,0.6188,0.497,higher_rule_score
08f1faea1a71d7250355b13ab53cefdb,844424932430088,categories,current,0.6481,0.5803,higher_rule_score
08f1faea1a71d7250355b13ab53cefdb,844424932430088,websites,current,0.5941,0.4723,higher_rule_score
08f1faea1a71d7250355b13ab53cefdb,844424932430088,phones,current,0.5941,0.4723,higher_rule_score
08f1faea1a71d7250355b13ab53cefdb,844424932430088,addresses,current,0.589,0.4672,higher_rule_score
08f1faea1a71d7250355b13ab53cefdb,844424932430088,emails,current,1.0,0.0,base_missing
08f1faea1a71d7250355b13ab53cefdb,844424932430088,socials,current,1.0,0.0,base_missing
281474979329236,562949965387375,names,current,0.497,0.497,quality_tiebreak
281474979329236,562949965387375,categories,current,0.5803,0.5803,quality_tiebreak
281474979329236,562949965387375,websites,current,0.4723,0.4723,quality_tiebreak
281474979329236,562949965387375,phones,current,0.4723,0.4723,quality_tiebreak
281474979329236,562949965387375,addresses,current,0.4891,0.4824,quality_tiebreak
281474979329236,562949965387375,emails,current,1.0,0.0,base_missing
281474979329236,562949965387375,socials,tie,0.0,0.0,both_missing
08f26567197a3b3603beda847a81c35f,1125899911053810,names,current,0.5961,0.4633,higher_rule_score
08f26567197a3b3603beda847a81c35f,1125899911053810,categories,current,0.6591,0.5533,higher_rule_score
08f26567197a3b3603beda847a81c35f,1125899911053810,websites,current,0.6051,0.4723,higher_rule_score
08f26567197a3b3603beda847a81c35f,1125899911053810,phones,current,0.6051,0.4723,higher_rule_score
08f26567197a3b3603beda847a81c35f,1125899911053810,addresses,current,0.6152,0.4959,higher_rule_score
08f26567197a3b3603beda847a81c35f,1125899911053810,emails,current,1.0,0.0,base_missing
08f26567197a3b3603beda847a81c35f,1125899911053810,socials,current,1.0,0.0,base_missing
1125899912260220,562949959086888,names,current,0.4835,0.4835,quality_tiebreak
1125899912260220,562949959086888,categories,current,0.4723,0.4723,quality_tiebreak
1125899912260220,562949959086888,websites,current,0.4723,0.3665,higher_rule_score
1125899912260220,562949959086888,phones,current,0.4723,0.4723,quality_tiebreak
1125899912260220,562949959086888,addresses,current,0.4739,0.4739,quality_tiebreak
1125899912260220,562949959086888,emails,current,1.0,0.0,base_missing
1125899912260220,562949959086888,socials,tie,0.0,0.0,both_missing
08f266d4a16a03ab0311ad6f84dc7077,1125899910428742,names,current,0.666,0.4858,higher_rule_score
08f266d4a16a03ab0311ad6f84dc7077,1125899910428742,categories,current,0.7042,0.5263,higher_rule_score
08f266d4a16a03ab0311ad6f84dc7077,1125899910428742,websites,current,0.6502,0.4723,higher_rule_score
08f266d4a16a03ab0311ad6f84dc7077,1125899910428742,phones,current,0.6502,0.4723,higher_rule_score
08f266d4a16a03ab0311ad6f84dc7077,1125899910428742,addresses,current,0.6587,0.4739,higher_rule_score
08f266d4a16a03ab0311ad6f84dc7077,1125899910428742,emails,current,1.0,0.0,base_missing
08f266d4a16a03ab0311ad6f84dc7077,1125899910428742,socials,current,1.0,0.0,base_missing
08f44c021830026803d17bc7c5fb545d,562949961777702,names,current,0.6301,0.5082,higher_rule_score
08f44c021830026803d17bc7c5fb545d,562949961777702,categories,current,0.6481,0.5533,higher_rule_score
08f44c021830026803d17bc7c5fb545d,562949961777702,websites,current,0.5941,0.4723,higher_rule_score
08f44c021830026803d17bc7c5fb545d,562949961777702,phones,current,0.5941,0.4723,higher_rule_score
08f44c021830026803d17bc7c5fb545d,562949961777702,addresses,current,0.5958,0.4739,higher_rule_score
08f44c021830026803d17bc7c5fb545d,562949961777702,emails,current,1.0,0.0,base_missing
08f44c021830026803d17bc7c5fb545d,562949961777702,socials,current,1.0,0.0,base_missing
08f2a100d8654204037ff5b80140ed5d,562949963912237,names,current,0.6501,0.4903,higher_rule_score
08f2a100d8654204037ff5b80140ed5d,562949963912237,categories,current,0.6591,0.4723,higher_rule_score
08f2a100d8654204037ff5b80140ed5d,562949963912237,websites,current,0.6321,0.4723,higher_rule_score
08f2a100d8654204037ff5b80140ed5d,562949963912237,phones,current,0.6321,0.4723,higher_rule_score
08f2a100d8654204037ff5b80140ed5d,562949963912237,addresses,current,0.6355,0.4773,higher_rule_score
08f2a100d8654204037ff5b80140ed5d,562949963912237,emails,current,1.0,0.0,base_missing
08f2a100d8654204037ff5b80140ed5d,562949963912237,socials,current,1.0,0.0,base_missing
08f1ea4c402c36690356e3ca028ae6f9,1125899910260202,names,current,0.6698,0.524,higher_rule_score
08f1ea4c402c36690356e3ca028ae6f9,1125899910260202,categories,current,0.7081,0.5803,higher_rule_score
08f1ea4c402c36690356e3ca028ae6f9,1125899910260202,websites,current,0.6541,0.4723,higher_rule_score
08f1ea4c402c36690356e3ca028ae6f9,1125899910260202,phones,current,0.6541,0.4723,higher_rule_score
08f1ea4c402c36690356e3ca028ae6f9,1125899910260202,addresses,current,0.6659,0.4841,higher_rule_score
08f1ea4c402c36690356e3ca028ae6f9,1125899910260202,emails,current,1.0,0.0,base_missing
08f1ea4c402c36690356e3ca028ae6f9,1125899910260202,socials,current,1.0,0.0,base_missing
08f2e614569a86580306294dc87fd829,08f2e614569ab00003e1b072e293ad1b,names,base,0.4369,0.5418,higher_rule_score
08f2e614569a86580306294dc87fd829,08f2e614569ab00003e1b072e293ad1b,categories,base,0.4324,0.6138,higher_rule_score
08f2e614569a86580306294dc87fd829,08f2e614569ab00003e1b072e293ad1b,websites,base,0.0,1.0,current_missing
08f2e614569a86580306294dc87fd829,08f2e614569ab00003e1b072e293ad1b,phones,base,0.0,1.0,current_missing
08f2e614569a86580306294dc87fd829,08f2e614569ab00003e1b072e293ad1b,addresses,base,0.4594,0.5564,higher_rule_score
08f2e614569a86580306294dc87fd829,08f2e614569ab00003e1b072e293ad1b,emails,current,1.0,0.0,base_missing
08f2e614569a86580306294dc87fd829,08f2e614569ab00003e1b072e293ad1b,socials,base,0.4054,0.5598,higher_rule_score
08f274864eb8c0f30307c49f06635d20,1970324838811072,names,current,0.5896,0.47,higher_rule_score
08f274864eb8c0f30307c49f06635d20,1970324838811072,categories,current,0.6481,0.4993,higher_rule_score
08f274864eb8c0f30307c49f06635d20,1970324838811072,websites,current,0.5941,0.4723,higher_rule_score
08f274864eb8c0f30307c49f06635d20,1970324838811072,phones,current,0.5941,0.4723,higher_rule_score
08f274864eb8c0f30307c49f06635d20,1970324838811072,addresses,current,0.6025,0.4807,higher_rule_score
08f274864eb8c0f30307c49f06635d20,1970324838811072,emails,current,1.0,0.0,base_missing
08f274864eb8c0f30307c49f06635d20,1970324838811072,socials,current,1.0,0.0,base_missing
08f1f916e27045180352f04913bc42cc,08f1f916e27154190345b56b0486a3a7,names,base,0.2368,0.5707,higher_rule_score
08f1f916e27045180352f04913bc42cc,08f1f916e27154190345b56b0486a3a7,categories,base,0.2818,0.6224,higher_rule_score
08f1f916e27045180352f04913bc42cc,08f1f916e27154190345b56b0486a3a7,websites,base,0.2548,0.5684,higher_rule_score
08f1f916e27045180352f04913bc42cc,08f1f916e27154190345b56b0486a3a7,phones,base,0.2548,0.5684,higher_rule_score
08f1f916e27045180352f04913bc42cc,08f1f916e27154190345b56b0486a3a7,addresses,base,0.2498,0.5701,higher_rule_score
08f1f916e27045180352f04913bc42cc,08f1f916e27154190345b56b0486a3a7,emails,current,1.0,0.0,base_missing
