id,base_id,socials,base_socials
08f194adae234690030807b89af95082,b2a341eb5eb646ddc76b0555,"[""https://www.facebook.com/937222316465092""]","[null,null,null]"
08f1ea5730172069034b97bd17a49833,d46769f6bd9b406378f68f41,"[""https://www.facebook.com/535418789947066""]","[null,null,null]"
08f42ceb512c100003192d96f3b0ae69,52ca533811d2e393f2c2489c,"[""https://www.facebook.com/212420589252383""]","[null,null,""https://www.instagram.com/kfcindia_official""]"
08f498ed66461d6c03d8a6d824918483,3f07a9dfe7604ff86271940e,"[""https://www.facebook.com/2269995356578498""]","[null,null,null]"
08f2aa641dac166c0396504b89284b46,50ac1598e4b08e127aac8817,"[""https://www.facebook.com/1508665346097371""]","[null,null,null]"
08f184585198e405031141d8c7cec342,5a2594ae32b61d11120025cc,"[""https://www.facebook.com/170734479646723""]","[null,null,null]"
08f1ea2d93cc3a9e035b43ef4cb52ad1,4e954be96da11612547fc015,"[""https://www.facebook.com/104371149606519""]","[null,null,null]"
08fa810056a2b6400390bcc253369382,52f24ae0498e78af345c6d00,"[""https://www.facebook.com/1957610831173551""]","[null,null,null]"
08f1eb4d75b70952032fe68b67de3608,4fb50d19e4b0a0f95a1c675d,"[""https://www.facebook.com/1561321574116902""]","[null,null,null]"
08f44ae90692308e03f1331d2cca4a44,5dd5781754554b51bcd780e2,"[""https://www.facebook.com/292475800845798""]","[null,null,null]"
08f2aa650405da4d03ac202ae41b574e,4e789099d4c084f1c76d6681,"[""https://www.facebook.com/167575146437905""]","[null,null,null]"
08f18606561587130300656616c838e9,625ffb3889f7381ee5d94af8,"[""https://www.facebook.com/101971645457242""]","[null,null,null]"
08f1e83283d4d21e030f619da70eb877,52a1f60e5b8f4470e5f825f0,"[""https://www.facebook.com/204265926798867""]","[null,null,null]"
08f266270c4539260304d8c6b7750c95,4f15fb8ce4b03856f4e3ab13,"[""https://www.facebook.com/1841590429409623""]","[""https://www.twitter.com/sherwinwilliams"",""https://www.facebook.com/309180132920"",null]"
08f1ea51035b162d0343203da2b4dfcd,56a49b79498ea733b308ff6f,"[""https://www.facebook.com/105991269465087""]","[null,null,null]"
08f1ea3112774572035b62e8259ffacd,5012ebaae4b0eba4bb8bec10,"[""https://www.facebook.com/325912028110722""]","[null,""https://www.facebook.com/158219800873710"",null]"
08f186b6ca96aac003075fe4e8c7df44,3859c97d27444dfbdc2ca01e,"[""https://www.facebook.com/356305318305645""]","[null,null,null]"
08f264d8dc6c13b603bcc88818af0555,4ffe15bee4b07d7cbdb72271,"[""https://www.facebook.com/136584539754259""]","[""https://www.twitter.com/subway"",null,null]"
08f3969a162cb85603a3e5939ffafa20,fa29afc6f5344e3c7fc3ffb1,"[""https://www.facebook.com/148421265221188""]","[null,null,null]"
08f1f8c4c4d82518033f6e15b29260df,b61e18f8d27443b1c18806d9,"[""https://www.facebook.com/1673515116033952""]","[null,null,null]"
08f2e2b64130c448034229ed167cb076,6030c8c3147c3e2a89e9c072,"[""https://www.facebook.com/111188351006392""]","[null,null,null]"
08f64a5dac99dae803ff014db487937d,53aed6c8498e8cd0832d70fd,"[""https://www.facebook.com/1723068497993277""]","[null,null,null]"
08f4995b8c8e572103a6b2d5f746203d,627d5214e6e729364cafeb6e,"[""https://www.facebook.com/114451934201980""]","[null,null,null]"
08f1fb46cb4ea1430303a2f22f4bba24,0b315a8e47ae4187be9b9e5f,"[""https://www.facebook.com/416870068177092""]","[null,null,null]"
